BS.pilon.polished.v3.ST170922	Bacillus subtilis
21699	Cryptococcus neoformans
22730	Cryptococcus neoformans
24667	Cryptococcus neoformans
26021	Cryptococcus neoformans
127	Cryptococcus neoformans
3775	Cryptococcus neoformans
5016	Cryptococcus neoformans
5876	Cryptococcus neoformans
11971	Cryptococcus neoformans
22847	Cryptococcus neoformans
3425	Cryptococcus neoformans
7691	Cryptococcus neoformans
16406	Cryptococcus neoformans
19903	Cryptococcus neoformans
5743	Cryptococcus neoformans
10810	Cryptococcus neoformans
15309	Cryptococcus neoformans
23008	Cryptococcus neoformans
28246	Cryptococcus neoformans
2862	Cryptococcus neoformans
13567	Cryptococcus neoformans
26605	Cryptococcus neoformans
27828	Cryptococcus neoformans
11471	Cryptococcus neoformans
15966	Cryptococcus neoformans
16239	Cryptococcus neoformans
16702	Cryptococcus neoformans
16988	Cryptococcus neoformans
7452	Cryptococcus neoformans
9013	Cryptococcus neoformans
10283	Cryptococcus neoformans
12202	Cryptococcus neoformans
12588	Cryptococcus neoformans
18587	Cryptococcus neoformans
24118	Cryptococcus neoformans
27000	Cryptococcus neoformans
28252	Cryptococcus neoformans
6607	Cryptococcus neoformans
9299	Cryptococcus neoformans
9735	Cryptococcus neoformans
12102	Cryptococcus neoformans
12941	Cryptococcus neoformans
22636	Cryptococcus neoformans
22940	Cryptococcus neoformans
26424	Cryptococcus neoformans
28334	Cryptococcus neoformans
2013	Cryptococcus neoformans
4052	Cryptococcus neoformans
5467	Cryptococcus neoformans
11868	Cryptococcus neoformans
15273	Cryptococcus neoformans
17022	Cryptococcus neoformans
18708	Cryptococcus neoformans
26080	Cryptococcus neoformans
945	Cryptococcus neoformans
973	Cryptococcus neoformans
1925	Cryptococcus neoformans
3524	Cryptococcus neoformans
7168	Cryptococcus neoformans
8451	Cryptococcus neoformans
9866	Cryptococcus neoformans
13931	Cryptococcus neoformans
14177	Cryptococcus neoformans
18764	Cryptococcus neoformans
21224	Cryptococcus neoformans
25399	Cryptococcus neoformans
28948	Cryptococcus neoformans
29162	Cryptococcus neoformans
4682	Cryptococcus neoformans
5191	Cryptococcus neoformans
13840	Cryptococcus neoformans
16341	Cryptococcus neoformans
16949	Cryptococcus neoformans
18221	Cryptococcus neoformans
21633	Cryptococcus neoformans
23999	Cryptococcus neoformans
27765	Cryptococcus neoformans
254	Cryptococcus neoformans
1364	Cryptococcus neoformans
3985	Cryptococcus neoformans
4096	Cryptococcus neoformans
8321	Cryptococcus neoformans
11307	Cryptococcus neoformans
18062	Cryptococcus neoformans
21288	Cryptococcus neoformans
22423	Cryptococcus neoformans
24807	Cryptococcus neoformans
25377	Cryptococcus neoformans
28089	Cryptococcus neoformans
32930	Cryptococcus neoformans
3010	Cryptococcus neoformans
3686	Cryptococcus neoformans
6850	Cryptococcus neoformans
11934	Cryptococcus neoformans
13281	Cryptococcus neoformans
15437	Cryptococcus neoformans
16552	Cryptococcus neoformans
18141	Cryptococcus neoformans
18436	Cryptococcus neoformans
21465	Cryptococcus neoformans
22553	Cryptococcus neoformans
22840	Cryptococcus neoformans
23349	Cryptococcus neoformans
26835	Cryptococcus neoformans
332	Cryptococcus neoformans
998	Cryptococcus neoformans
3824	Cryptococcus neoformans
3961	Cryptococcus neoformans
4700	Cryptococcus neoformans
10373	Cryptococcus neoformans
16661	Cryptococcus neoformans
17312	Cryptococcus neoformans
25329	Cryptococcus neoformans
26853	Cryptococcus neoformans
2008	Cryptococcus neoformans
2514	Cryptococcus neoformans
4617	Cryptococcus neoformans
10234	Cryptococcus neoformans
10489	Cryptococcus neoformans
11630	Cryptococcus neoformans
11696	Cryptococcus neoformans
11863	Cryptococcus neoformans
13109	Cryptococcus neoformans
18777	Cryptococcus neoformans
24973	Cryptococcus neoformans
25465	Cryptococcus neoformans
740	Cryptococcus neoformans
939	Cryptococcus neoformans
11164	Cryptococcus neoformans
14966	Cryptococcus neoformans
19947	Cryptococcus neoformans
22450	Cryptococcus neoformans
25630	Cryptococcus neoformans
438	Cryptococcus neoformans
15719	Cryptococcus neoformans
20873	Cryptococcus neoformans
25620	Cryptococcus neoformans
2794	Cryptococcus neoformans
4089	Cryptococcus neoformans
4588	Cryptococcus neoformans
5087	Cryptococcus neoformans
6024	Cryptococcus neoformans
9369	Cryptococcus neoformans
9446	Cryptococcus neoformans
18229	Cryptococcus neoformans
19549	Cryptococcus neoformans
20495	Cryptococcus neoformans
22511	Cryptococcus neoformans
23740	Cryptococcus neoformans
28895	Cryptococcus neoformans
2954	Cryptococcus neoformans
5157	Cryptococcus neoformans
8103	Cryptococcus neoformans
8769	Cryptococcus neoformans
9864	Cryptococcus neoformans
10455	Cryptococcus neoformans
12663	Cryptococcus neoformans
12705	Cryptococcus neoformans
16583	Cryptococcus neoformans
18054	Cryptococcus neoformans
21836	Cryptococcus neoformans
22619	Cryptococcus neoformans
28455	Cryptococcus neoformans
219	Cryptococcus neoformans
2036	Cryptococcus neoformans
13581	Cryptococcus neoformans
14965	Cryptococcus neoformans
23565	Cryptococcus neoformans
24274	Cryptococcus neoformans
2493	Cryptococcus neoformans
3193	Cryptococcus neoformans
3803	Cryptococcus neoformans
4076	Cryptococcus neoformans
4079	Cryptococcus neoformans
4250	Cryptococcus neoformans
8050	Cryptococcus neoformans
8293	Cryptococcus neoformans
8726	Cryptococcus neoformans
9449	Cryptococcus neoformans
9822	Cryptococcus neoformans
12965	Cryptococcus neoformans
15340	Cryptococcus neoformans
17936	Cryptococcus neoformans
21882	Cryptococcus neoformans
22108	Cryptococcus neoformans
22481	Cryptococcus neoformans
24527	Cryptococcus neoformans
28790	Cryptococcus neoformans
1273	Cryptococcus neoformans
1559	Cryptococcus neoformans
2754	Cryptococcus neoformans
2815	Cryptococcus neoformans
8129	Cryptococcus neoformans
11660	Cryptococcus neoformans
14242	Cryptococcus neoformans
15238	Cryptococcus neoformans
19109	Cryptococcus neoformans
21714	Cryptococcus neoformans
22127	Cryptococcus neoformans
23597	Cryptococcus neoformans
23778	Cryptococcus neoformans
23833	Cryptococcus neoformans
28980	Cryptococcus neoformans
1783	Cryptococcus neoformans
3751	Cryptococcus neoformans
8919	Cryptococcus neoformans
9483	Cryptococcus neoformans
10968	Cryptococcus neoformans
13156	Cryptococcus neoformans
15454	Cryptococcus neoformans
18451	Cryptococcus neoformans
24545	Cryptococcus neoformans
26933	Cryptococcus neoformans
588	Cryptococcus neoformans
1549	Cryptococcus neoformans
4698	Cryptococcus neoformans
7811	Cryptococcus neoformans
8924	Cryptococcus neoformans
9553	Cryptococcus neoformans
15013	Cryptococcus neoformans
17860	Cryptococcus neoformans
18776	Cryptococcus neoformans
19261	Cryptococcus neoformans
21146	Cryptococcus neoformans
22517	Cryptococcus neoformans
22833	Cryptococcus neoformans
23288	Cryptococcus neoformans
23510	Cryptococcus neoformans
25015	Cryptococcus neoformans
27050	Cryptococcus neoformans
28259	Cryptococcus neoformans
28388	Cryptococcus neoformans
864	Cryptococcus neoformans
4059	Cryptococcus neoformans
6005	Cryptococcus neoformans
6244	Cryptococcus neoformans
26662	Cryptococcus neoformans
26691	Cryptococcus neoformans
922	Cryptococcus neoformans
1895	Cryptococcus neoformans
14855	Cryptococcus neoformans
14907	Cryptococcus neoformans
16742	Cryptococcus neoformans
19056	Cryptococcus neoformans
20169	Cryptococcus neoformans
23681	Cryptococcus neoformans
24819	Cryptococcus neoformans
26329	Cryptococcus neoformans
28164	Cryptococcus neoformans
28422	Cryptococcus neoformans
1760	Cryptococcus neoformans
2485	Cryptococcus neoformans
3087	Cryptococcus neoformans
3530	Cryptococcus neoformans
4233	Cryptococcus neoformans
4476	Cryptococcus neoformans
5705	Cryptococcus neoformans
11554	Cryptococcus neoformans
12439	Cryptococcus neoformans
13787	Cryptococcus neoformans
14018	Cryptococcus neoformans
15333	Cryptococcus neoformans
17363	Cryptococcus neoformans
19606	Cryptococcus neoformans
20401	Cryptococcus neoformans
24600	Cryptococcus neoformans
27064	Cryptococcus neoformans
1811	Cryptococcus neoformans
3793	Cryptococcus neoformans
6555	Cryptococcus neoformans
8940	Cryptococcus neoformans
11609	Cryptococcus neoformans
14160	Cryptococcus neoformans
17043	Cryptococcus neoformans
19477	Cryptococcus neoformans
25036	Cryptococcus neoformans
27534	Cryptococcus neoformans
28793	Cryptococcus neoformans
2071	Cryptococcus neoformans
4013	Cryptococcus neoformans
4947	Cryptococcus neoformans
21034	Cryptococcus neoformans
23210	Cryptococcus neoformans
25928	Cryptococcus neoformans
29101	Cryptococcus neoformans
3471	Cryptococcus neoformans
6349	Cryptococcus neoformans
8653	Cryptococcus neoformans
8757	Cryptococcus neoformans
11408	Cryptococcus neoformans
11668	Cryptococcus neoformans
13895	Cryptococcus neoformans
16278	Cryptococcus neoformans
16580	Cryptococcus neoformans
18812	Cryptococcus neoformans
25948	Cryptococcus neoformans
2816	Cryptococcus neoformans
3854	Cryptococcus neoformans
5206	Cryptococcus neoformans
5210	Cryptococcus neoformans
7382	Cryptococcus neoformans
10953	Cryptococcus neoformans
11555	Cryptococcus neoformans
18055	Cryptococcus neoformans
19859	Cryptococcus neoformans
19869	Cryptococcus neoformans
22186	Cryptococcus neoformans
286	Cryptococcus neoformans
995	Cryptococcus neoformans
2400	Cryptococcus neoformans
7078	Cryptococcus neoformans
9336	Cryptococcus neoformans
14791	Cryptococcus neoformans
18486	Cryptococcus neoformans
19177	Cryptococcus neoformans
19648	Cryptococcus neoformans
22823	Cryptococcus neoformans
24031	Cryptococcus neoformans
24096	Cryptococcus neoformans
27249	Cryptococcus neoformans
1405	Cryptococcus neoformans
5109	Cryptococcus neoformans
5363	Cryptococcus neoformans
5709	Cryptococcus neoformans
10897	Cryptococcus neoformans
11945	Cryptococcus neoformans
17799	Cryptococcus neoformans
22897	Cryptococcus neoformans
22929	Cryptococcus neoformans
23120	Cryptococcus neoformans
23347	Cryptococcus neoformans
25444	Cryptococcus neoformans
25608	Cryptococcus neoformans
26004	Cryptococcus neoformans
710	Cryptococcus neoformans
1049	Cryptococcus neoformans
5264	Cryptococcus neoformans
8889	Cryptococcus neoformans
10972	Cryptococcus neoformans
15947	Cryptococcus neoformans
19835	Cryptococcus neoformans
20159	Cryptococcus neoformans
20229	Cryptococcus neoformans
24393	Cryptococcus neoformans
24644	Cryptococcus neoformans
25079	Cryptococcus neoformans
932	Cryptococcus neoformans
4197	Cryptococcus neoformans
4229	Cryptococcus neoformans
7848	Cryptococcus neoformans
11379	Cryptococcus neoformans
11583	Cryptococcus neoformans
11918	Cryptococcus neoformans
14853	Cryptococcus neoformans
16154	Cryptococcus neoformans
16953	Cryptococcus neoformans
17928	Cryptococcus neoformans
19514	Cryptococcus neoformans
21571	Cryptococcus neoformans
22863	Cryptococcus neoformans
23683	Cryptococcus neoformans
26458	Cryptococcus neoformans
27536	Cryptococcus neoformans
9270	Cryptococcus neoformans
12363	Cryptococcus neoformans
18353	Cryptococcus neoformans
18824	Cryptococcus neoformans
21101	Cryptococcus neoformans
23471	Cryptococcus neoformans
24505	Cryptococcus neoformans
25157	Cryptococcus neoformans
25877	Cryptococcus neoformans
28875	Cryptococcus neoformans
554	Cryptococcus neoformans
3716	Cryptococcus neoformans
7885	Cryptococcus neoformans
10648	Cryptococcus neoformans
11820	Cryptococcus neoformans
12912	Cryptococcus neoformans
16910	Cryptococcus neoformans
22296	Cryptococcus neoformans
22382	Cryptococcus neoformans
29087	Cryptococcus neoformans
217	Cryptococcus neoformans
888	Cryptococcus neoformans
1678	Cryptococcus neoformans
2136	Cryptococcus neoformans
3111	Cryptococcus neoformans
5029	Cryptococcus neoformans
7851	Cryptococcus neoformans
9338	Cryptococcus neoformans
10086	Cryptococcus neoformans
10092	Cryptococcus neoformans
12964	Cryptococcus neoformans
13825	Cryptococcus neoformans
14193	Cryptococcus neoformans
17221	Cryptococcus neoformans
17643	Cryptococcus neoformans
20124	Cryptococcus neoformans
21100	Cryptococcus neoformans
21681	Cryptococcus neoformans
22005	Cryptococcus neoformans
24893	Cryptococcus neoformans
498	Cryptococcus neoformans
2999	Cryptococcus neoformans
3489	Cryptococcus neoformans
4032	Cryptococcus neoformans
8076	Cryptococcus neoformans
14116	Cryptococcus neoformans
14164	Cryptococcus neoformans
14410	Cryptococcus neoformans
16752	Cryptococcus neoformans
17365	Cryptococcus neoformans
19135	Cryptococcus neoformans
19675	Cryptococcus neoformans
23312	Cryptococcus neoformans
24520	Cryptococcus neoformans
26099	Cryptococcus neoformans
26476	Cryptococcus neoformans
28682	Cryptococcus neoformans
267	Cryptococcus neoformans
835	Cryptococcus neoformans
907	Cryptococcus neoformans
5067	Cryptococcus neoformans
9479	Cryptococcus neoformans
10979	Cryptococcus neoformans
11852	Cryptococcus neoformans
15120	Cryptococcus neoformans
15515	Cryptococcus neoformans
18816	Cryptococcus neoformans
19067	Cryptococcus neoformans
19626	Cryptococcus neoformans
20259	Cryptococcus neoformans
25693	Cryptococcus neoformans
2929	Cryptococcus neoformans
4140	Cryptococcus neoformans
5604	Cryptococcus neoformans
8448	Cryptococcus neoformans
10945	Cryptococcus neoformans
12387	Cryptococcus neoformans
16211	Cryptococcus neoformans
16824	Cryptococcus neoformans
17787	Cryptococcus neoformans
17862	Cryptococcus neoformans
18014	Cryptococcus neoformans
18109	Cryptococcus neoformans
18419	Cryptococcus neoformans
19607	Cryptococcus neoformans
22386	Cryptococcus neoformans
23928	Cryptococcus neoformans
24332	Cryptococcus neoformans
27594	Cryptococcus neoformans
27948	Cryptococcus neoformans
28065	Cryptococcus neoformans
28101	Cryptococcus neoformans
1738	Cryptococcus neoformans
2907	Cryptococcus neoformans
3380	Cryptococcus neoformans
4082	Cryptococcus neoformans
5822	Cryptococcus neoformans
7180	Cryptococcus neoformans
9417	Cryptococcus neoformans
13293	Cryptococcus neoformans
13473	Cryptococcus neoformans
13674	Cryptococcus neoformans
13927	Cryptococcus neoformans
15617	Cryptococcus neoformans
16443	Cryptococcus neoformans
17378	Cryptococcus neoformans
19530	Cryptococcus neoformans
21036	Cryptococcus neoformans
22087	Cryptococcus neoformans
25635	Cryptococcus neoformans
27339	Cryptococcus neoformans
28823	Cryptococcus neoformans
7	Cryptococcus neoformans
846	Cryptococcus neoformans
997	Cryptococcus neoformans
1880	Cryptococcus neoformans
7108	Cryptococcus neoformans
7114	Cryptococcus neoformans
7607	Cryptococcus neoformans
8898	Cryptococcus neoformans
14030	Cryptococcus neoformans
16271	Cryptococcus neoformans
18987	Cryptococcus neoformans
27071	Cryptococcus neoformans
27373	Cryptococcus neoformans
985	Cryptococcus neoformans
3151	Cryptococcus neoformans
5171	Cryptococcus neoformans
6260	Cryptococcus neoformans
7652	Cryptococcus neoformans
8816	Cryptococcus neoformans
12402	Cryptococcus neoformans
20961	Cryptococcus neoformans
21452	Cryptococcus neoformans
22124	Cryptococcus neoformans
26670	Cryptococcus neoformans
439	Cryptococcus neoformans
2482	Cryptococcus neoformans
2941	Cryptococcus neoformans
6106	Cryptococcus neoformans
9569	Cryptococcus neoformans
10879	Cryptococcus neoformans
18500	Cryptococcus neoformans
18949	Cryptococcus neoformans
19375	Cryptococcus neoformans
19763	Cryptococcus neoformans
24185	Cryptococcus neoformans
25091	Cryptococcus neoformans
25951	Cryptococcus neoformans
26858	Cryptococcus neoformans
27886	Cryptococcus neoformans
27936	Cryptococcus neoformans
28119	Cryptococcus neoformans
28687	Cryptococcus neoformans
28837	Cryptococcus neoformans
229	Cryptococcus neoformans
615	Cryptococcus neoformans
630	Cryptococcus neoformans
1344	Cryptococcus neoformans
6414	Cryptococcus neoformans
8145	Cryptococcus neoformans
8507	Cryptococcus neoformans
17523	Cryptococcus neoformans
17720	Cryptococcus neoformans
29044	Cryptococcus neoformans
1821	Cryptococcus neoformans
2885	Cryptococcus neoformans
5352	Cryptococcus neoformans
5372	Cryptococcus neoformans
6767	Cryptococcus neoformans
7991	Cryptococcus neoformans
9510	Cryptococcus neoformans
12230	Cryptococcus neoformans
12356	Cryptococcus neoformans
13068	Cryptococcus neoformans
13122	Cryptococcus neoformans
13675	Cryptococcus neoformans
15875	Cryptococcus neoformans
16266	Cryptococcus neoformans
17976	Cryptococcus neoformans
19269	Cryptococcus neoformans
19578	Cryptococcus neoformans
20606	Cryptococcus neoformans
21251	Cryptococcus neoformans
25471	Cryptococcus neoformans
25652	Cryptococcus neoformans
26515	Cryptococcus neoformans
26733	Cryptococcus neoformans
27018	Cryptococcus neoformans
27680	Cryptococcus neoformans
27872	Cryptococcus neoformans
28208	Cryptococcus neoformans
3	Cryptococcus neoformans
4	Cryptococcus neoformans
36	Cryptococcus neoformans
51	Cryptococcus neoformans
142	Cryptococcus neoformans
149	Cryptococcus neoformans
186	Cryptococcus neoformans
232	Cryptococcus neoformans
261	Cryptococcus neoformans
283	Cryptococcus neoformans
308	Cryptococcus neoformans
451	Cryptococcus neoformans
539	Cryptococcus neoformans
546	Cryptococcus neoformans
577	Cryptococcus neoformans
611	Cryptococcus neoformans
631	Cryptococcus neoformans
745	Cryptococcus neoformans
758	Cryptococcus neoformans
780	Cryptococcus neoformans
827	Cryptococcus neoformans
854	Cryptococcus neoformans
911	Cryptococcus neoformans
1120	Cryptococcus neoformans
1164	Cryptococcus neoformans
1177	Cryptococcus neoformans
1190	Cryptococcus neoformans
1203	Cryptococcus neoformans
