BS.pilon.polished.v3.ST170922	Bacillus subtilis
14699	Cryptococcus neoformans
14727	Cryptococcus neoformans
14789	Cryptococcus neoformans
14892	Cryptococcus neoformans
14901	Cryptococcus neoformans
14923	Cryptococcus neoformans
14953	Cryptococcus neoformans
14955	Cryptococcus neoformans
15082	Cryptococcus neoformans
15114	Cryptococcus neoformans
15124	Cryptococcus neoformans
15125	Cryptococcus neoformans
15178	Cryptococcus neoformans
15180	Cryptococcus neoformans
15187	Cryptococcus neoformans
15228	Cryptococcus neoformans
15240	Cryptococcus neoformans
15327	Cryptococcus neoformans
15338	Cryptococcus neoformans
15394	Cryptococcus neoformans
15494	Cryptococcus neoformans
15539	Cryptococcus neoformans
15611	Cryptococcus neoformans
15655	Cryptococcus neoformans
15725	Cryptococcus neoformans
15740	Cryptococcus neoformans
15754	Cryptococcus neoformans
15756	Cryptococcus neoformans
15786	Cryptococcus neoformans
15867	Cryptococcus neoformans
15902	Cryptococcus neoformans
15978	Cryptococcus neoformans
15979	Cryptococcus neoformans
16062	Cryptococcus neoformans
16079	Cryptococcus neoformans
16097	Cryptococcus neoformans
16103	Cryptococcus neoformans
16145	Cryptococcus neoformans
16215	Cryptococcus neoformans
16270	Cryptococcus neoformans
16281	Cryptococcus neoformans
16298	Cryptococcus neoformans
16351	Cryptococcus neoformans
16358	Cryptococcus neoformans
16369	Cryptococcus neoformans
16407	Cryptococcus neoformans
16415	Cryptococcus neoformans
16457	Cryptococcus neoformans
16512	Cryptococcus neoformans
16513	Cryptococcus neoformans
16564	Cryptococcus neoformans
16584	Cryptococcus neoformans
16611	Cryptococcus neoformans
16656	Cryptococcus neoformans
16685	Cryptococcus neoformans
16723	Cryptococcus neoformans
16874	Cryptococcus neoformans
16902	Cryptococcus neoformans
16928	Cryptococcus neoformans
17031	Cryptococcus neoformans
17040	Cryptococcus neoformans
17062	Cryptococcus neoformans
17086	Cryptococcus neoformans
17112	Cryptococcus neoformans
17120	Cryptococcus neoformans
17184	Cryptococcus neoformans
17252	Cryptococcus neoformans
17342	Cryptococcus neoformans
17345	Cryptococcus neoformans
17362	Cryptococcus neoformans
17376	Cryptococcus neoformans
17492	Cryptococcus neoformans
17688	Cryptococcus neoformans
17794	Cryptococcus neoformans
17805	Cryptococcus neoformans
17885	Cryptococcus neoformans
17921	Cryptococcus neoformans
17955	Cryptococcus neoformans
18019	Cryptococcus neoformans
18080	Cryptococcus neoformans
18121	Cryptococcus neoformans
18167	Cryptococcus neoformans
18214	Cryptococcus neoformans
18381	Cryptococcus neoformans
18384	Cryptococcus neoformans
18394	Cryptococcus neoformans
18435	Cryptococcus neoformans
18611	Cryptococcus neoformans
18722	Cryptococcus neoformans
18744	Cryptococcus neoformans
18778	Cryptococcus neoformans
18817	Cryptococcus neoformans
18819	Cryptococcus neoformans
18852	Cryptococcus neoformans
18905	Cryptococcus neoformans
18946	Cryptococcus neoformans
18957	Cryptococcus neoformans
19006	Cryptococcus neoformans
19031	Cryptococcus neoformans
19084	Cryptococcus neoformans
19098	Cryptococcus neoformans
19142	Cryptococcus neoformans
19153	Cryptococcus neoformans
19161	Cryptococcus neoformans
19359	Cryptococcus neoformans
19362	Cryptococcus neoformans
19435	Cryptococcus neoformans
19498	Cryptococcus neoformans
19501	Cryptococcus neoformans
19604	Cryptococcus neoformans
19605	Cryptococcus neoformans
19608	Cryptococcus neoformans
19643	Cryptococcus neoformans
19782	Cryptococcus neoformans
19887	Cryptococcus neoformans
19895	Cryptococcus neoformans
19931	Cryptococcus neoformans
19974	Cryptococcus neoformans
19983	Cryptococcus neoformans
20013	Cryptococcus neoformans
20143	Cryptococcus neoformans
20320	Cryptococcus neoformans
20324	Cryptococcus neoformans
20332	Cryptococcus neoformans
20400	Cryptococcus neoformans
20404	Cryptococcus neoformans
20422	Cryptococcus neoformans
20493	Cryptococcus neoformans
20571	Cryptococcus neoformans
20657	Cryptococcus neoformans
20678	Cryptococcus neoformans
20684	Cryptococcus neoformans
20711	Cryptococcus neoformans
20747	Cryptococcus neoformans
20856	Cryptococcus neoformans
20876	Cryptococcus neoformans
20926	Cryptococcus neoformans
20929	Cryptococcus neoformans
20935	Cryptococcus neoformans
20950	Cryptococcus neoformans
20982	Cryptococcus neoformans
20986	Cryptococcus neoformans
21047	Cryptococcus neoformans
21103	Cryptococcus neoformans
21138	Cryptococcus neoformans
21182	Cryptococcus neoformans
21348	Cryptococcus neoformans
21451	Cryptococcus neoformans
21463	Cryptococcus neoformans
21516	Cryptococcus neoformans
21544	Cryptococcus neoformans
21606	Cryptococcus neoformans
21609	Cryptococcus neoformans
21757	Cryptococcus neoformans
21856	Cryptococcus neoformans
21949	Cryptococcus neoformans
21954	Cryptococcus neoformans
21996	Cryptococcus neoformans
22004	Cryptococcus neoformans
22018	Cryptococcus neoformans
22098	Cryptococcus neoformans
22181	Cryptococcus neoformans
22183	Cryptococcus neoformans
22196	Cryptococcus neoformans
22208	Cryptococcus neoformans
22264	Cryptococcus neoformans
22366	Cryptococcus neoformans
22375	Cryptococcus neoformans
22376	Cryptococcus neoformans
22391	Cryptococcus neoformans
22393	Cryptococcus neoformans
22434	Cryptococcus neoformans
22441	Cryptococcus neoformans
22542	Cryptococcus neoformans
22566	Cryptococcus neoformans
22572	Cryptococcus neoformans
22588	Cryptococcus neoformans
22589	Cryptococcus neoformans
22705	Cryptococcus neoformans
22762	Cryptococcus neoformans
22809	Cryptococcus neoformans
22855	Cryptococcus neoformans
22874	Cryptococcus neoformans
22882	Cryptococcus neoformans
22895	Cryptococcus neoformans
22920	Cryptococcus neoformans
22991	Cryptococcus neoformans
23015	Cryptococcus neoformans
23038	Cryptococcus neoformans
23117	Cryptococcus neoformans
23121	Cryptococcus neoformans
23192	Cryptococcus neoformans
23243	Cryptococcus neoformans
23245	Cryptococcus neoformans
23254	Cryptococcus neoformans
23260	Cryptococcus neoformans
23333	Cryptococcus neoformans
23395	Cryptococcus neoformans
23487	Cryptococcus neoformans
23509	Cryptococcus neoformans
23519	Cryptococcus neoformans
23552	Cryptococcus neoformans
23589	Cryptococcus neoformans
23596	Cryptococcus neoformans
23693	Cryptococcus neoformans
23852	Cryptococcus neoformans
23869	Cryptococcus neoformans
23902	Cryptococcus neoformans
23926	Cryptococcus neoformans
23992	Cryptococcus neoformans
24000	Cryptococcus neoformans
24032	Cryptococcus neoformans
24051	Cryptococcus neoformans
24058	Cryptococcus neoformans
24122	Cryptococcus neoformans
24126	Cryptococcus neoformans
24128	Cryptococcus neoformans
24218	Cryptococcus neoformans
24219	Cryptococcus neoformans
24279	Cryptococcus neoformans
24386	Cryptococcus neoformans
24438	Cryptococcus neoformans
24447	Cryptococcus neoformans
24449	Cryptococcus neoformans
24499	Cryptococcus neoformans
24503	Cryptococcus neoformans
24510	Cryptococcus neoformans
24525	Cryptococcus neoformans
24686	Cryptococcus neoformans
24780	Cryptococcus neoformans
24784	Cryptococcus neoformans
24812	Cryptococcus neoformans
24838	Cryptococcus neoformans
24889	Cryptococcus neoformans
24909	Cryptococcus neoformans
24915	Cryptococcus neoformans
24921	Cryptococcus neoformans
24975	Cryptococcus neoformans
25027	Cryptococcus neoformans
25122	Cryptococcus neoformans
25140	Cryptococcus neoformans
25148	Cryptococcus neoformans
25153	Cryptococcus neoformans
25220	Cryptococcus neoformans
25293	Cryptococcus neoformans
25319	Cryptococcus neoformans
25320	Cryptococcus neoformans
25400	Cryptococcus neoformans
25501	Cryptococcus neoformans
25524	Cryptococcus neoformans
25586	Cryptococcus neoformans
25615	Cryptococcus neoformans
25658	Cryptococcus neoformans
25688	Cryptococcus neoformans
25695	Cryptococcus neoformans
25718	Cryptococcus neoformans
25754	Cryptococcus neoformans
25802	Cryptococcus neoformans
25882	Cryptococcus neoformans
25955	Cryptococcus neoformans
25959	Cryptococcus neoformans
25972	Cryptococcus neoformans
25999	Cryptococcus neoformans
26078	Cryptococcus neoformans
26142	Cryptococcus neoformans
26179	Cryptococcus neoformans
26201	Cryptococcus neoformans
26285	Cryptococcus neoformans
26289	Cryptococcus neoformans
26294	Cryptococcus neoformans
26296	Cryptococcus neoformans
26325	Cryptococcus neoformans
26366	Cryptococcus neoformans
26368	Cryptococcus neoformans
26404	Cryptococcus neoformans
26479	Cryptococcus neoformans
26530	Cryptococcus neoformans
26552	Cryptococcus neoformans
26722	Cryptococcus neoformans
26725	Cryptococcus neoformans
26741	Cryptococcus neoformans
26814	Cryptococcus neoformans
26852	Cryptococcus neoformans
26883	Cryptococcus neoformans
26974	Cryptococcus neoformans
26979	Cryptococcus neoformans
27008	Cryptococcus neoformans
27038	Cryptococcus neoformans
27069	Cryptococcus neoformans
27076	Cryptococcus neoformans
27086	Cryptococcus neoformans
27189	Cryptococcus neoformans
27197	Cryptococcus neoformans
27221	Cryptococcus neoformans
27262	Cryptococcus neoformans
27281	Cryptococcus neoformans
27363	Cryptococcus neoformans
27367	Cryptococcus neoformans
27394	Cryptococcus neoformans
27409	Cryptococcus neoformans
27455	Cryptococcus neoformans
27465	Cryptococcus neoformans
27482	Cryptococcus neoformans
27550	Cryptococcus neoformans
27596	Cryptococcus neoformans
27656	Cryptococcus neoformans
27679	Cryptococcus neoformans
27692	Cryptococcus neoformans
27745	Cryptococcus neoformans
27756	Cryptococcus neoformans
27783	Cryptococcus neoformans
27830	Cryptococcus neoformans
27836	Cryptococcus neoformans
27864	Cryptococcus neoformans
27866	Cryptococcus neoformans
27888	Cryptococcus neoformans
27916	Cryptococcus neoformans
27928	Cryptococcus neoformans
27951	Cryptococcus neoformans
27981	Cryptococcus neoformans
28025	Cryptococcus neoformans
28058	Cryptococcus neoformans
28075	Cryptococcus neoformans
28172	Cryptococcus neoformans
28251	Cryptococcus neoformans
28312	Cryptococcus neoformans
28314	Cryptococcus neoformans
28337	Cryptococcus neoformans
28434	Cryptococcus neoformans
28507	Cryptococcus neoformans
28508	Cryptococcus neoformans
28624	Cryptococcus neoformans
28674	Cryptococcus neoformans
28780	Cryptococcus neoformans
28820	Cryptococcus neoformans
28930	Cryptococcus neoformans
28983	Cryptococcus neoformans
29038	Cryptococcus neoformans
29063	Cryptococcus neoformans
29096	Cryptococcus neoformans
29179	Cryptococcus neoformans
33088	Cryptococcus neoformans
33095	Cryptococcus neoformans
33127	Cryptococcus neoformans
33149	Cryptococcus neoformans
33151	Cryptococcus neoformans
33170	Cryptococcus neoformans
33230	Cryptococcus neoformans
33254	Cryptococcus neoformans
33261	Cryptococcus neoformans
33265	Cryptococcus neoformans
33286	Cryptococcus neoformans
33317	Cryptococcus neoformans
33357	Cryptococcus neoformans
33381	Cryptococcus neoformans
33391	Cryptococcus neoformans
33467	Cryptococcus neoformans
33607	Cryptococcus neoformans
1450	Cryptococcus neoformans
3199	Cryptococcus neoformans
4640	Cryptococcus neoformans
4841	Cryptococcus neoformans
5473	Cryptococcus neoformans
5990	Cryptococcus neoformans
6597	Cryptococcus neoformans
6604	Cryptococcus neoformans
6671	Cryptococcus neoformans
7328	Cryptococcus neoformans
7549	Cryptococcus neoformans
8067	Cryptococcus neoformans
8227	Cryptococcus neoformans
8779	Cryptococcus neoformans
9958	Cryptococcus neoformans
10040	Cryptococcus neoformans
10677	Cryptococcus neoformans
10932	Cryptococcus neoformans
11824	Cryptococcus neoformans
12000	Cryptococcus neoformans
12312	Cryptococcus neoformans
13353	Cryptococcus neoformans
13644	Cryptococcus neoformans
14453	Cryptococcus neoformans
15417	Cryptococcus neoformans
15622	Cryptococcus neoformans
16414	Cryptococcus neoformans
16652	Cryptococcus neoformans
17206	Cryptococcus neoformans
17521	Cryptococcus neoformans
18125	Cryptococcus neoformans
19568	Cryptococcus neoformans
19575	Cryptococcus neoformans
19794	Cryptococcus neoformans
20418	Cryptococcus neoformans
22810	Cryptococcus neoformans
23340	Cryptococcus neoformans
24820	Cryptococcus neoformans
25240	Cryptococcus neoformans
25591	Cryptococcus neoformans
26162	Cryptococcus neoformans
26926	Cryptococcus neoformans
27251	Cryptococcus neoformans
28066	Cryptococcus neoformans
28092	Cryptococcus neoformans
74	Cryptococcus neoformans
213	Cryptococcus neoformans
746	Cryptococcus neoformans
1261	Cryptococcus neoformans
1315	Cryptococcus neoformans
2189	Cryptococcus neoformans
4018	Cryptococcus neoformans
4162	Cryptococcus neoformans
4501	Cryptococcus neoformans
4522	Cryptococcus neoformans
5306	Cryptococcus neoformans
5833	Cryptococcus neoformans
6272	Cryptococcus neoformans
6702	Cryptococcus neoformans
6755	Cryptococcus neoformans
6872	Cryptococcus neoformans
7406	Cryptococcus neoformans
7760	Cryptococcus neoformans
7832	Cryptococcus neoformans
8046	Cryptococcus neoformans
8609	Cryptococcus neoformans
8626	Cryptococcus neoformans
9097	Cryptococcus neoformans
9450	Cryptococcus neoformans
9674	Cryptococcus neoformans
9970	Cryptococcus neoformans
10360	Cryptococcus neoformans
10785	Cryptococcus neoformans
11429	Cryptococcus neoformans
11634	Cryptococcus neoformans
11898	Cryptococcus neoformans
12086	Cryptococcus neoformans
13846	Cryptococcus neoformans
14950	Cryptococcus neoformans
15272	Cryptococcus neoformans
17056	Cryptococcus neoformans
17339	Cryptococcus neoformans
18336	Cryptococcus neoformans
18387	Cryptococcus neoformans
18487	Cryptococcus neoformans
19341	Cryptococcus neoformans
19641	Cryptococcus neoformans
19784	Cryptococcus neoformans
19988	Cryptococcus neoformans
20415	Cryptococcus neoformans
20524	Cryptococcus neoformans
21466	Cryptococcus neoformans
21673	Cryptococcus neoformans
21911	Cryptococcus neoformans
21915	Cryptococcus neoformans
25297	Cryptococcus neoformans
25346	Cryptococcus neoformans
26040	Cryptococcus neoformans
26313	Cryptococcus neoformans
26497	Cryptococcus neoformans
26638	Cryptococcus neoformans
26781	Cryptococcus neoformans
26986	Cryptococcus neoformans
27273	Cryptococcus neoformans
27712	Cryptococcus neoformans
28440	Cryptococcus neoformans
28451	Cryptococcus neoformans
28851	Cryptococcus neoformans
29211	Cryptococcus neoformans
18	Cryptococcus neoformans
247	Cryptococcus neoformans
535	Cryptococcus neoformans
682	Cryptococcus neoformans
1751	Cryptococcus neoformans
2285	Cryptococcus neoformans
2524	Cryptococcus neoformans
2748	Cryptococcus neoformans
2934	Cryptococcus neoformans
3567	Cryptococcus neoformans
3674	Cryptococcus neoformans
4005	Cryptococcus neoformans
4262	Cryptococcus neoformans
4973	Cryptococcus neoformans
5195	Cryptococcus neoformans
5207	Cryptococcus neoformans
5426	Cryptococcus neoformans
5720	Cryptococcus neoformans
6704	Cryptococcus neoformans
6823	Cryptococcus neoformans
6846	Cryptococcus neoformans
7221	Cryptococcus neoformans
8065	Cryptococcus neoformans
8301	Cryptococcus neoformans
8654	Cryptococcus neoformans
8714	Cryptococcus neoformans
9243	Cryptococcus neoformans
9428	Cryptococcus neoformans
9433	Cryptococcus neoformans
9667	Cryptococcus neoformans
10010	Cryptococcus neoformans
11458	Cryptococcus neoformans
11597	Cryptococcus neoformans
11929	Cryptococcus neoformans
12048	Cryptococcus neoformans
12301	Cryptococcus neoformans
12324	Cryptococcus neoformans
12503	Cryptococcus neoformans
12595	Cryptococcus neoformans
12662	Cryptococcus neoformans
12665	Cryptococcus neoformans
13544	Cryptococcus neoformans
13912	Cryptococcus neoformans
13987	Cryptococcus neoformans
14011	Cryptococcus neoformans
14066	Cryptococcus neoformans
15938	Cryptococcus neoformans
16173	Cryptococcus neoformans
16573	Cryptococcus neoformans
16653	Cryptococcus neoformans
17529	Cryptococcus neoformans
17611	Cryptococcus neoformans
17824	Cryptococcus neoformans
17989	Cryptococcus neoformans
18150	Cryptococcus neoformans
19825	Cryptococcus neoformans
19862	Cryptococcus neoformans
20997	Cryptococcus neoformans
21223	Cryptococcus neoformans
21320	Cryptococcus neoformans
23193	Cryptococcus neoformans
23485	Cryptococcus neoformans
24927	Cryptococcus neoformans
26336	Cryptococcus neoformans
26430	Cryptococcus neoformans
26482	Cryptococcus neoformans
26585	Cryptococcus neoformans
26823	Cryptococcus neoformans
27164	Cryptococcus neoformans
27638	Cryptococcus neoformans
28649	Cryptococcus neoformans
28716	Cryptococcus neoformans
29249	Cryptococcus neoformans
275	Cryptococcus neoformans
593	Cryptococcus neoformans
1089	Cryptococcus neoformans
1159	Cryptococcus neoformans
2576	Cryptococcus neoformans
3840	Cryptococcus neoformans
4000	Cryptococcus neoformans
4300	Cryptococcus neoformans
4473	Cryptococcus neoformans
4835	Cryptococcus neoformans
5021	Cryptococcus neoformans
5300	Cryptococcus neoformans
5505	Cryptococcus neoformans
5792	Cryptococcus neoformans
5918	Cryptococcus neoformans
6279	Cryptococcus neoformans
6293	Cryptococcus neoformans
6404	Cryptococcus neoformans
6516	Cryptococcus neoformans
6963	Cryptococcus neoformans
7208	Cryptococcus neoformans
7423	Cryptococcus neoformans
8117	Cryptococcus neoformans
9486	Cryptococcus neoformans
10462	Cryptococcus neoformans
11181	Cryptococcus neoformans
11450	Cryptococcus neoformans
11839	Cryptococcus neoformans
12134	Cryptococcus neoformans
12670	Cryptococcus neoformans
12920	Cryptococcus neoformans
13364	Cryptococcus neoformans
13907	Cryptococcus neoformans
14115	Cryptococcus neoformans
14207	Cryptococcus neoformans
15312	Cryptococcus neoformans
15578	Cryptococcus neoformans
15866	Cryptococcus neoformans
16105	Cryptococcus neoformans
16171	Cryptococcus neoformans
17144	Cryptococcus neoformans
17448	Cryptococcus neoformans
17482	Cryptococcus neoformans
17756	Cryptococcus neoformans
17966	Cryptococcus neoformans
18135	Cryptococcus neoformans
18573	Cryptococcus neoformans
18837	Cryptococcus neoformans
19209	Cryptococcus neoformans
19294	Cryptococcus neoformans
20061	Cryptococcus neoformans
20175	Cryptococcus neoformans
20365	Cryptococcus neoformans
20445	Cryptococcus neoformans
20663	Cryptococcus neoformans
20980	Cryptococcus neoformans
21153	Cryptococcus neoformans
21624	Cryptococcus neoformans
22694	Cryptococcus neoformans
22741	Cryptococcus neoformans
23423	Cryptococcus neoformans
23643	Cryptococcus neoformans
23984	Cryptococcus neoformans
24559	Cryptococcus neoformans
24728	Cryptococcus neoformans
24795	Cryptococcus neoformans
24837	Cryptococcus neoformans
26220	Cryptococcus neoformans
26397	Cryptococcus neoformans
26771	Cryptococcus neoformans
27241	Cryptococcus neoformans
28364	Cryptococcus neoformans
28561	Cryptococcus neoformans
28927	Cryptococcus neoformans
29049	Cryptococcus neoformans
455	Cryptococcus neoformans
2055	Cryptococcus neoformans
2315	Cryptococcus neoformans
2429	Cryptococcus neoformans
3109	Cryptococcus neoformans
3506	Cryptococcus neoformans
4135	Cryptococcus neoformans
5088	Cryptococcus neoformans
5415	Cryptococcus neoformans
7124	Cryptococcus neoformans
7353	Cryptococcus neoformans
7854	Cryptococcus neoformans
7968	Cryptococcus neoformans
8173	Cryptococcus neoformans
9321	Cryptococcus neoformans
10027	Cryptococcus neoformans
10682	Cryptococcus neoformans
11338	Cryptococcus neoformans
11725	Cryptococcus neoformans
11738	Cryptococcus neoformans
15193	Cryptococcus neoformans
16324	Cryptococcus neoformans
18585	Cryptococcus neoformans
18661	Cryptococcus neoformans
22401	Cryptococcus neoformans
23549	Cryptococcus neoformans
23557	Cryptococcus neoformans
24271	Cryptococcus neoformans
24816	Cryptococcus neoformans
25076	Cryptococcus neoformans
27426	Cryptococcus neoformans
27782	Cryptococcus neoformans
2779	Cryptococcus neoformans
2842	Cryptococcus neoformans
3467	Cryptococcus neoformans
4409	Cryptococcus neoformans
5079	Cryptococcus neoformans
6838	Cryptococcus neoformans
8009	Cryptococcus neoformans
8190	Cryptococcus neoformans
8896	Cryptococcus neoformans
9418	Cryptococcus neoformans
9536	Cryptococcus neoformans
9713	Cryptococcus neoformans
9804	Cryptococcus neoformans
10256	Cryptococcus neoformans
10329	Cryptococcus neoformans
10497	Cryptococcus neoformans
10873	Cryptococcus neoformans
11910	Cryptococcus neoformans
12549	Cryptococcus neoformans
12948	Cryptococcus neoformans
13181	Cryptococcus neoformans
13906	Cryptococcus neoformans
14577	Cryptococcus neoformans
14900	Cryptococcus neoformans
16241	Cryptococcus neoformans
16378	Cryptococcus neoformans
16686	Cryptococcus neoformans
16803	Cryptococcus neoformans
17557	Cryptococcus neoformans
18505	Cryptococcus neoformans
19736	Cryptococcus neoformans
19997	Cryptococcus neoformans
21859	Cryptococcus neoformans
23945	Cryptococcus neoformans
24180	Cryptococcus neoformans
25023	Cryptococcus neoformans
25069	Cryptococcus neoformans
25731	Cryptococcus neoformans
26460	Cryptococcus neoformans
26659	Cryptococcus neoformans
26867	Cryptococcus neoformans
27015	Cryptococcus neoformans
27727	Cryptococcus neoformans
28552	Cryptococcus neoformans
124	Cryptococcus neoformans
1042	Cryptococcus neoformans
1092	Cryptococcus neoformans
1588	Cryptococcus neoformans
2035	Cryptococcus neoformans
2103	Cryptococcus neoformans
2122	Cryptococcus neoformans
4922	Cryptococcus neoformans
5235	Cryptococcus neoformans
5517	Cryptococcus neoformans
6797	Cryptococcus neoformans
6960	Cryptococcus neoformans
7836	Cryptococcus neoformans
9416	Cryptococcus neoformans
10345	Cryptococcus neoformans
10469	Cryptococcus neoformans
11816	Cryptococcus neoformans
12238	Cryptococcus neoformans
13593	Cryptococcus neoformans
14630	Cryptococcus neoformans
16641	Cryptococcus neoformans
17275	Cryptococcus neoformans
17436	Cryptococcus neoformans
18701	Cryptococcus neoformans
20594	Cryptococcus neoformans
21575	Cryptococcus neoformans
21765	Cryptococcus neoformans
21958	Cryptococcus neoformans
22229	Cryptococcus neoformans
23800	Cryptococcus neoformans
23913	Cryptococcus neoformans
24727	Cryptococcus neoformans
25161	Cryptococcus neoformans
28290	Cryptococcus neoformans
28661	Cryptococcus neoformans
1051	Cryptococcus neoformans
1192	Cryptococcus neoformans
2132	Cryptococcus neoformans
2291	Cryptococcus neoformans
2930	Cryptococcus neoformans
3048	Cryptococcus neoformans
4470	Cryptococcus neoformans
4671	Cryptococcus neoformans
5072	Cryptococcus neoformans
5892	Cryptococcus neoformans
7711	Cryptococcus neoformans
8399	Cryptococcus neoformans
9414	Cryptococcus neoformans
10714	Cryptococcus neoformans
11168	Cryptococcus neoformans
11285	Cryptococcus neoformans
11394	Cryptococcus neoformans
12242	Cryptococcus neoformans
13765	Cryptococcus neoformans
13962	Cryptococcus neoformans
14572	Cryptococcus neoformans
14591	Cryptococcus neoformans
15078	Cryptococcus neoformans
15261	Cryptococcus neoformans
15629	Cryptococcus neoformans
16784	Cryptococcus neoformans
18834	Cryptococcus neoformans
19260	Cryptococcus neoformans
19389	Cryptococcus neoformans
19528	Cryptococcus neoformans
20508	Cryptococcus neoformans
20883	Cryptococcus neoformans
21335	Cryptococcus neoformans
21644	Cryptococcus neoformans
22058	Cryptococcus neoformans
22729	Cryptococcus neoformans
23264	Cryptococcus neoformans
25634	Cryptococcus neoformans
27276	Cryptococcus neoformans
28429	Cryptococcus neoformans
28562	Cryptococcus neoformans
28732	Cryptococcus neoformans
29235	Cryptococcus neoformans
325	Cryptococcus neoformans
704	Cryptococcus neoformans
858	Cryptococcus neoformans
6864	Cryptococcus neoformans
8219	Cryptococcus neoformans
9340	Cryptococcus neoformans
10723	Cryptococcus neoformans
10750	Cryptococcus neoformans
12243	Cryptococcus neoformans
13142	Cryptococcus neoformans
13495	Cryptococcus neoformans
14479	Cryptococcus neoformans
14940	Cryptococcus neoformans
15647	Cryptococcus neoformans
16063	Cryptococcus neoformans
16385	Cryptococcus neoformans
17445	Cryptococcus neoformans
19299	Cryptococcus neoformans
19515	Cryptococcus neoformans
20973	Cryptococcus neoformans
22202	Cryptococcus neoformans
22868	Cryptococcus neoformans
23071	Cryptococcus neoformans
24493	Cryptococcus neoformans
25025	Cryptococcus neoformans
25117	Cryptococcus neoformans
25716	Cryptococcus neoformans
28473	Cryptococcus neoformans
497	Cryptococcus neoformans
720	Cryptococcus neoformans
3904	Cryptococcus neoformans
5063	Cryptococcus neoformans
5370	Cryptococcus neoformans
6784	Cryptococcus neoformans
6917	Cryptococcus neoformans
10213	Cryptococcus neoformans
11711	Cryptococcus neoformans
12009	Cryptococcus neoformans
15446	Cryptococcus neoformans
16743	Cryptococcus neoformans
18594	Cryptococcus neoformans
19340	Cryptococcus neoformans
19350	Cryptococcus neoformans
19610	Cryptococcus neoformans
20362	Cryptococcus neoformans
20714	Cryptococcus neoformans
21612	Cryptococcus neoformans
22785	Cryptococcus neoformans
22821	Cryptococcus neoformans
24599	Cryptococcus neoformans
27498	Cryptococcus neoformans
13555	Cryptococcus neoformans
21812	Cryptococcus neoformans
24237	Cryptococcus neoformans
24928	Cryptococcus neoformans
7825	Cryptococcus neoformans
21200	Cryptococcus neoformans
21501	Cryptococcus neoformans
27800	Cryptococcus neoformans
6497	Cryptococcus neoformans
9939	Cryptococcus neoformans
13031	Cryptococcus neoformans
13683	Cryptococcus neoformans
18206	Cryptococcus neoformans
184	Cryptococcus neoformans
1650	Cryptococcus neoformans
8627	Cryptococcus neoformans
14992	Cryptococcus neoformans
15828	Cryptococcus neoformans
21277	Cryptococcus neoformans
25480	Cryptococcus neoformans
26533	Cryptococcus neoformans
27597	Cryptococcus neoformans
1697	Cryptococcus neoformans
5196	Cryptococcus neoformans
16467	Cryptococcus neoformans
20906	Cryptococcus neoformans
22881	Cryptococcus neoformans
28454	Cryptococcus neoformans
28991	Cryptococcus neoformans
2725	Cryptococcus neoformans
4357	Cryptococcus neoformans
13502	Cryptococcus neoformans
21959	Cryptococcus neoformans
23948	Cryptococcus neoformans
2436	Cryptococcus neoformans
4648	Cryptococcus neoformans
6572	Cryptococcus neoformans
8983	Cryptococcus neoformans
16147	Cryptococcus neoformans
18118	Cryptococcus neoformans
18310	Cryptococcus neoformans
28318	Cryptococcus neoformans
29126	Cryptococcus neoformans
9046	Cryptococcus neoformans
14239	Cryptococcus neoformans
15698	Cryptococcus neoformans
17197	Cryptococcus neoformans
20051	Cryptococcus neoformans
21004	Cryptococcus neoformans
21475	Cryptococcus neoformans
1094	Cryptococcus neoformans
2715	Cryptococcus neoformans
5346	Cryptococcus neoformans
14388	Cryptococcus neoformans
16436	Cryptococcus neoformans
24008	Cryptococcus neoformans
24289	Cryptococcus neoformans
28147	Cryptococcus neoformans
3628	Cryptococcus neoformans
3698	Cryptococcus neoformans
5758	Cryptococcus neoformans
14235	Cryptococcus neoformans
15121	Cryptococcus neoformans
16957	Cryptococcus neoformans
21075	Cryptococcus neoformans
24805	Cryptococcus neoformans
28383	Cryptococcus neoformans
1191	Cryptococcus neoformans
1309	Cryptococcus neoformans
10720	Cryptococcus neoformans
14554	Cryptococcus neoformans
18198	Cryptococcus neoformans
19081	Cryptococcus neoformans
24054	Cryptococcus neoformans
25134	Cryptococcus neoformans
28163	Cryptococcus neoformans
2480	Cryptococcus neoformans
6375	Cryptococcus neoformans
17811	Cryptococcus neoformans
21116	Cryptococcus neoformans
21798	Cryptococcus neoformans
21935	Cryptococcus neoformans
22657	Cryptococcus neoformans
22800	Cryptococcus neoformans
25601	Cryptococcus neoformans
27366	Cryptococcus neoformans
28445	Cryptococcus neoformans
1567	Cryptococcus neoformans
2864	Cryptococcus neoformans
6880	Cryptococcus neoformans
11729	Cryptococcus neoformans
16002	Cryptococcus neoformans
16444	Cryptococcus neoformans
20303	Cryptococcus neoformans
27834	Cryptococcus neoformans
3439	Cryptococcus neoformans
6370	Cryptococcus neoformans
11366	Cryptococcus neoformans
14856	Cryptococcus neoformans
16478	Cryptococcus neoformans
18152	Cryptococcus neoformans
18617	Cryptococcus neoformans
19318	Cryptococcus neoformans
21156	Cryptococcus neoformans
22844	Cryptococcus neoformans
14307	Cryptococcus neoformans
16599	Cryptococcus neoformans
16805	Cryptococcus neoformans
18970	Cryptococcus neoformans
18992	Cryptococcus neoformans
21250	Cryptococcus neoformans
6102	Cryptococcus neoformans
